u,g,r,i,z,redshift
20.10463,18.20757,17.229860000000002,16.75777,16.34304,0.11372068100000003
18.02909,17.02753,16.65655,16.37518,16.195510000000002,0.03430210149999993
20.88451,18.97878,17.84473,17.30118,16.88941,0.160687041
19.39879,17.44337,16.49286,16.06919,15.71111,0.0871057240000001
20.70458,19.16693,17.83383,17.32457,16.93376,0.1702340469999999
19.8586,17.902420000000003,16.935010000000002,16.483520000000002,16.12627,0.09617611500000009
18.55845,17.444029999999998,16.97165,16.68618,16.49325,0.04812702349999997
20.46527,18.53332,17.51008,17.06406,16.6796,0.1257377995
18.81968,16.65292,15.58257,15.09932,14.74027,0.09774999699999984
19.13479,17.71097,16.95127,16.52236,16.21511,0.10090539200000008
19.30667,17.42231,16.502010000000002,16.045279999999998,15.65199,0.08390360050000006
19.96176,18.31874,17.45332,17.01614,16.7227,0.10289733199999988
18.98475,17.83879,17.60214,17.36266,17.36736,0.054862568999999965
18.40845,17.19024,16.8102,16.54457,16.366020000000002,0.0496619909999999
20.19613,18.26424,17.33241,16.90671,16.601110000000002,0.10083004350000008
19.66771,18.42208,17.79346,17.46186,17.21092,0.09407955749999995
20.14874,18.35181,17.3821,16.98043,16.66712,0.12013544600000003
19.65451,18.51968,17.67993,17.25991,17.10756,0.1630401434999998
20.60661,19.18804,18.19351,17.79029,17.33575,0.11391299559999993
20.35174,18.45587,17.316779999999998,16.806729999999998,16.4501,0.1667209950000001
19.45299,18.04687,17.04974,16.61019,16.265079999999998,0.1394892829999999
20.06687,18.02374,16.72718,16.225170000000002,15.8777,0.16994859999999976
18.34255,16.98776,16.43186,16.05559,15.90899,0.05741624519999999
18.44675,17.05818,16.70895,16.53671,16.80997,0.044198072499999935
18.79659,17.82147,17.49473,17.26409,17.20174,0.0512571874999999
20.21798,18.56883,17.49563,17.05837,16.72392,0.15284632099999995
19.09091,18.048070000000003,17.62169,17.352220000000003,17.13087,0.07508564849999994
19.62632,18.43075,17.63887,17.20587,16.974420000000002,0.1408452319999998
18.39726,17.4839,17.1183,16.93458,16.84274,0.05034732199999996
20.23173,18.346870000000003,17.516029999999997,17.07333,16.781779999999998,0.10822056099999992
20.47041,18.48503,17.50323,17.05256,16.72907,0.11745513599999985
18.11859,17.04804,16.584989999999998,16.31916,16.24548,0.03306747149999998
19.38312,17.60876,16.70818,16.30001,15.98042,0.0855262365
20.71316,18.62018,17.50721,17.04935,16.621979999999997,0.14335630800000004
19.42295,17.596510000000002,16.755470000000003,16.322779999999998,16.04036,0.07612608760000003
17.97184,16.31725,15.49794,15.088920000000002,14.77888,0.05224954149999992
20.30308,18.36581,17.25374,16.79721,16.40748,0.142567185
19.6793,17.89461,16.80688,16.36606,16.00512,0.13587134900000003
19.65659,17.9939,17.17754,16.81798,16.534329999999997,0.06427906949999983
20.35884,18.4553,17.53951,17.149079999999998,16.79982,0.10256486499999992
17.44829,15.73293,14.9923,14.65613,14.39005,0.04014754950000003
19.18329,17.98323,17.382839999999998,17.00967,16.809720000000002,0.10119826865000002
19.94508,18.48635,17.61048,17.17908,16.91456,0.12479072449999988
21.20411,19.03248,17.735229999999998,17.25694,16.969720000000002,0.195841579
19.21992,17.46976,16.60444,16.18062,15.84222,0.07229995649999993
20.17417,18.55259,17.63404,17.18146,16.8076,0.12413041599999992
19.69556,17.74287,16.60709,16.134870000000003,15.79346,0.14101751900000015
19.80634,18.47553,17.61758,17.1837,16.90231,0.13948941199999992
21.34616,19.23958,17.644779999999997,17.03745,16.74694,0.2590487299999996
20.26106,18.42777,17.45899,17.05949,16.74434,0.11566224850000019
19.13087,17.89509,17.33544,16.95305,16.69945,0.08993201200000002
19.69606,17.857210000000002,16.99096,16.57695,16.274810000000002,0.07856080500000001
20.68223,18.76462,17.66776,17.19221,16.84539,0.15673963999999996
19.21627,18.82747,17.73085,17.10356,17.88918,0.15574274579999992
20.58843,18.68815,17.44474,16.917360000000002,16.611179999999997,0.1853990950000001
21.45496,18.83404,17.57072,17.01675,16.64786,0.19391711500000006
20.30313,18.41557,17.23095,16.73892,16.37398,0.15537042499999995
21.3157,19.09338,17.826529999999998,17.34435,17.02673,0.18730399900000003
19.02326,17.80963,17.4511,17.17393,17.066670000000002,0.0719082725000001
19.42933,18.33634,17.764689999999998,17.450779999999998,17.23957,0.09792597750000002
17.71363,16.36682,15.71573,15.417929999999998,15.207820000000002,0.05170330769999997
19.33251,17.890539999999998,17.27262,16.96203,16.76481,0.07475650600000004
20.54106,18.60174,17.68429,17.289170000000002,16.96945,0.12201926949999972
20.19593,18.90029,17.75939,17.25572,16.95961,0.19857854500000002
20.37601,18.37798,17.271379999999997,16.78884,16.39883,0.14761998399999995
20.08961,18.10408,16.89872,16.40594,15.98182,0.16319937100000018
20.49586,18.77992,17.51507,16.99839,16.66467,0.1891657885000001
19.68796,18.47987,17.83128,17.397479999999998,17.17049,0.12602428149999975
21.0287,18.91767,17.69165,17.22608,16.84316,0.18120579499999984
20.04622,18.46721,17.47259,17.06188,16.72652,0.1440559205
20.13168,18.0087,16.98432,16.54124,16.23039,0.11413960500000005
19.28013,17.44412,16.36092,15.91895,15.58705,0.10001134099999996
20.31845,18.52376,17.516189999999998,17.06234,16.72729,0.1326603675
20.72838,18.72937,17.67857,17.25432,16.866039999999998,0.12830399950000002
19.14401,17.91133,17.12613,16.70545,16.49684,0.13092247949999983
18.80582,17.58788,17.032320000000002,16.69566,16.46903,0.08765765749999994
20.1403,17.9512,16.74154,16.24744,15.86968,0.15014024299999984
20.1507,18.6059,17.722720000000002,17.315360000000002,17.01652,0.12093063799999981
19.16216,17.25275,16.39893,15.98257,15.691,0.07111066650000002
17.77838,15.89013,15.016979999999998,14.61438,14.296270000000002,0.04532788234999999
20.88714,18.91499,17.7638,17.27214,16.94125,0.16656685599999999
20.41699,18.83105,17.59839,17.080070000000003,16.73081,0.18994198899999992
19.00887,17.84468,17.30852,16.96238,16.73123,0.08188195950000006
19.87322,18.11436,17.27816,16.89278,16.572210000000002,0.08306246550000003
19.92474,18.50102,17.63816,17.210160000000002,16.86463,0.12209158599999997
21.01546,18.66474,17.31982,16.79774,16.47108,0.20325707799999992
19.71014,17.92236,16.9792,16.51529,16.15476,0.09788331699999996
20.50978,18.58179,17.44146,16.97557,16.62969,0.15572375000000022
20.46001,18.55768,17.37536,16.8947,16.50279,0.1520598555000002
19.38853,17.40691,16.49532,16.09006,15.72639,0.0871211045000001
19.64841,18.36066,17.67612,17.266460000000002,17.024079999999998,0.12798529399999978
21.08832,18.9261,17.39112,16.87301,16.474729999999997,0.24536871999999957
19.68817,18.18627,17.51168,17.17234,16.96036,0.08307839699999993
19.07559,17.92809,17.4358,17.1732,16.956529999999997,0.06019151499999998
19.896,18.16822,17.30115,16.92829,16.62528,0.097124376
20.0539,18.555670000000003,17.677960000000002,17.21432,16.96761,0.15130881699999996
18.88819,17.68119,17.08679,16.86036,16.65426,0.05769071349999993
19.17588,17.55045,16.703229999999998,16.3018,15.94358,0.07503713649999993
19.1962,17.370260000000002,16.46889,16.05949,15.74838,0.05971759550000008
19.73135,17.85192,16.98586,16.558429999999998,16.24709,0.07082342649999998
19.00836,17.54351,16.76039,16.35774,16.02891,0.08695656559999997
20.16379,18.19166,16.967670000000002,16.47164,16.05282,0.14984882749999995
20.68099,18.47529,17.2262,16.72833,16.35361,0.17782135900000004
20.18943,18.44902,17.27105,16.80025,16.41103,0.17497803500000014
17.34404,16.1506,15.64815,15.39011,15.20059,0.0395533539
19.44036,18.15104,17.53732,17.13854,16.89641,0.08794779549999994
19.88961,18.25163,17.49034,17.10383,16.836570000000002,0.09019191499999998
18.44488,16.57029,15.66195,15.2389,14.91773,0.05605216649999997
19.59052,17.85905,16.9229,16.47727,16.1296,0.10260317699999995
19.76167,17.93971,16.97401,16.53683,16.19846,0.105570701
20.40636,18.37243,17.31802,16.896829999999998,16.544810000000002,0.12563351700000014
20.68989,18.30019,17.18084,16.69752,16.31694,0.1494821995000002
19.85316,18.45303,17.82401,17.463810000000002,17.253510000000002,0.07727140449999986
17.3024,15.230670000000002,14.3166,13.863970000000002,13.54514,0.055075359499999955
19.42478,18.20575,17.55007,17.14709,16.90576,0.09947719249999992
18.47203,16.55485,15.70706,15.30117,14.98345,0.05598006900000002
19.28558,18.20836,17.76951,17.43427,17.273,0.07912052049999994
22.92284,19.91609,19.49128,18.5874,18.18349,0.10554652000000007
17.671310000000002,16.51861,16.12525,15.83672,15.67396,0.03639698199999999
20.82121,18.64721,17.50335,17.0117,16.56831,0.1569240259999999
20.98457,18.73252,17.49268,16.96453,16.62814,0.18075273649999984
19.00851,17.186629999999997,16.21122,15.79446,15.42419,0.08045403649999999
19.89219,18.31054,17.43744,17.06082,16.68305,0.11689886549999995
18.97429,17.3656,16.49002,16.078889999999998,15.71304,0.07829253249999997
20.81671,18.79778,17.44304,16.92916,16.56702,0.19824428849999984
18.55915,16.74015,15.88202,15.450820000000002,15.13375,0.05908437150000002
19.0965,17.691979999999997,16.79796,16.34286,16.0491,0.11745496450000006
18.19631,16.87774,16.29811,15.97825,15.70834,0.064089831
19.04414,17.87528,17.41239,17.13283,16.99373,0.066470602
17.21274,15.48632,14.627720000000002,14.1538,13.74668,0.041954563499999944
20.03985,18.45065,17.39615,16.90782,16.60289,0.1564501529999998
18.66137,16.90328,16.1368,15.72465,15.42158,0.05652984200000004
20.197370000000003,18.33965,17.39809,16.87065,16.48721,0.10726460149999996
18.22667,16.98967,16.402420000000003,16.05895,15.84641,0.0598928433000001
19.54224,17.660510000000002,16.78438,16.39661,16.064970000000002,0.07757449599999999
20.20096,18.22025,17.30679,16.87024,16.50565,0.10569416050000005
19.08656,17.520970000000002,16.61533,16.160120000000003,15.803729999999998,0.10226679150000001
19.55754,18.44442,17.5344,17.047710000000002,16.751279999999998,0.1898623469999999
18.93213,17.53369,17.113960000000002,16.827920000000002,16.87325,0.060852225999999926
16.975620000000003,14.94359,13.98717,13.52531,13.166,0.03024900550000001
20.55573,18.55591,17.39056,16.90082,16.53434,0.15347254000000027
19.49771,17.36768,16.32356,15.83311,15.44293,0.1257897275000004
18.71516,17.4722,17.06549,16.856720000000003,16.70158,0.045581918999999964
20.57638,18.47025,17.31167,16.816470000000002,16.49175,0.16416613000000027
19.10729,17.28866,16.37575,15.92857,15.55375,0.07884953999999997
19.91653,18.293470000000003,17.29964,16.81567,16.44598,0.14136753550000003
20.38125,18.39176,17.36925,16.89524,16.54424,0.12710512099999996
19.99253,18.06701,17.05078,16.615560000000002,16.20417,0.12027805250000011
19.63466,17.9738,17.26478,16.85558,16.59445,0.07510270850000002
18.80519,17.54895,17.04338,16.720570000000002,16.50326,0.07126061599999992
20.86901,18.88231,17.75836,17.20141,16.81006,0.15410797100000004
20.58937,18.52587,17.70378,17.181929999999998,16.81308,0.10810306149999997
18.20837,16.60216,15.838029999999998,15.4205,15.07849,0.056386778
18.64088,17.08906,16.36492,15.95596,15.686979999999998,0.07194016199999996
20.49003,18.33982,17.3391,16.93459,16.576539999999998,0.11939061000000013
19.55551,18.26871,17.51378,17.08803,16.8531,0.13377462299999987
19.50582,17.53959,16.64324,16.23368,15.853,0.08106233059999994
21.11386,18.82061,17.74697,17.28783,16.8842,0.14298930649999983
19.63469,17.75636,16.770789999999998,16.25067,15.81257,0.09656780199999997
19.23599,17.60795,16.77194,16.34966,16.027839999999998,0.09559628949999992
19.68618,18.23669,17.36329,16.939610000000002,16.61286,0.12433770749999999
19.19064,17.834310000000002,17.20585,16.84533,16.59301,0.08127524499999998
18.78547,17.689529999999998,17.189770000000003,16.88606,16.71404,0.06582483399999998
18.7478,16.936320000000002,16.11209,15.70931,15.42439,0.05932294550000003
19.74461,17.84403,16.86487,16.39489,16.02404,0.09952328549999984
19.93025,18.07997,17.018420000000003,16.589660000000002,16.23775,0.1353663574999998
19.8264,17.8157,16.70651,16.23719,15.85776,0.13162782849999982
19.32001,18.04001,17.29211,16.93894,16.64712,0.11657366199999995
20.24177,18.33083,17.43974,17.03436,16.68916,0.08767746900000002
19.24235,17.5702,16.69489,16.219920000000002,15.881379999999998,0.08848351749999996
18.32305,17.045289999999998,16.39834,15.99932,15.73506,0.07782602964999995
17.887610000000002,16.45372,15.70277,15.3678,15.06565,0.05668132035000007
19.13519,17.88055,17.30517,16.92086,16.705289999999998,0.0922457749999999
19.08515,18.09642,17.75753,17.38339,17.23791,0.0800750955
20.22956,18.34642,17.29794,16.81789,16.47484,0.134152922
18.76459,16.81693,15.859279999999998,15.34503,14.93016,0.08533204949999997
20.87564,18.56004,17.17475,16.62901,16.27401,0.19311080399999989
18.80869,17.100270000000002,16.30411,15.945379999999998,15.63332,0.05846365749999988
20.24836,18.55793,17.62271,17.14538,16.82452,0.11863517199999984
19.439020000000003,18.14895,17.5014,17.09777,16.84114,0.090254919
18.07393,16.278129999999997,15.3623,14.81089,14.34399,0.05109168450000002
17.3769,15.53285,14.66764,14.26058,13.92006,0.03924190499999992
19.67341,18.1772,17.35785,16.94363,16.652079999999998,0.12438069000000013
20.72119,19.02337,17.64891,17.103620000000003,16.73682,0.20420433000000013
21.50941,19.3182,17.9079,17.38792,17.04583,0.20357878549999991
19.52573,17.944329999999997,17.10039,16.6979,16.361060000000002,0.09262208950000009
18.76203,16.85699,15.901879999999998,15.45473,15.10568,0.08123748549999986
18.917720000000003,17.05016,16.2498,15.846470000000002,15.50784,0.07314983449999998
19.13245,17.95854,17.52356,17.2432,17.03901,0.06528220699999988
18.55195,16.96806,16.16839,15.76205,15.46899,0.07861625699999997
20.23239,18.29888,17.3246,16.91966,16.54435,0.10863044250000005
20.74677,18.89441,17.90082,17.46673,17.147779999999997,0.1238405760000001
19.733320000000003,18.218770000000003,17.22449,16.73294,16.41076,0.14674195799999987
18.48799,17.153979999999997,16.505979999999997,16.10909,15.8672,0.08157381950000003
21.24524,19.12766,17.850479999999997,17.39559,17.09187,0.17435738850000018
20.89709,18.61369,17.26679,16.72743,16.37717,0.200138433
20.98484,18.96831,17.76161,17.31344,16.93171,0.1744770574999999
21.19138,19.11317,17.69217,17.149279999999997,16.76732,0.23063736999999984
20.71399,18.70588,17.42575,16.90824,16.5262,0.19208757499999998
18.74357,17.16756,16.30547,15.87764,15.53795,0.09164424350000008
20.71451,18.63444,17.4069,16.88095,16.52378,0.17292887500000012
20.01145,18.25134,17.07075,16.59735,16.18494,0.16130731150000013
20.64394,18.7785,17.78744,17.40645,17.06713,0.11395396399999988
19.34264,17.534329999999997,16.64152,16.26206,15.93429,0.06545965409999997
18.56813,16.71529,15.91426,15.50077,15.152070000000002,0.06630033750000007
19.55115,17.58611,16.72018,16.29691,15.97277,0.08874578649999992
18.65906,17.37527,16.75969,16.408160000000002,16.19918,0.08346086749999994
21.12817,18.11058,16.6666,16.07449,15.69681,0.1888838897499997
19.43727,17.81981,16.874679999999998,16.471610000000002,16.09364,0.09918282300000004
17.93618,16.08241,15.22528,14.81432,14.51031,0.05091476449999994
20.80902,18.69177,17.41546,16.922629999999998,16.60849,0.18494812549999998
19.878,18.54693,17.55285,17.10356,16.81425,0.18473496599999997
20.38771,18.55532,17.546210000000002,17.094720000000002,16.77219,0.13563553399999997
19.71483,17.82143,16.94876,16.55404,16.25045,0.06648764349999996
20.58925,18.79661,17.71248,17.25319,16.86133,0.143448719
18.21614,17.4379,17.184479999999997,16.98763,16.8757,0.05153692499999996
20.54335,18.64109,17.52246,16.98443,16.51888,0.15045501250000018
19.54185,18.29107,17.55603,17.12389,16.86243,0.13283267899999987
19.34953,18.05662,17.63382,17.3333,17.16169,0.06740566699999992
19.50121,18.05551,17.46596,17.1698,16.948539999999998,0.07628799849999991
20.30751,18.47125,17.48547,17.08223,16.77196,0.12415175650000013
20.34654,18.44708,17.52444,17.16934,16.85265,0.09893123699999981
20.32433,18.62693,17.57901,17.14108,16.783260000000002,0.1432552459999999
19.42103,18.09128,17.24602,16.78829,16.53668,0.12086847299999992
17.936220000000002,16.66589,16.22026,15.96285,15.851920000000002,0.030938007499999927
19.33021,18.11753,17.52291,17.20225,17.00177,0.07962437599999994
20.0511,18.6976,17.7537,17.30395,16.95809,0.18219975450000014
18.9284,17.80173,17.131529999999998,16.69344,16.42875,0.12309113350000006
20.59849,18.59467,17.55068,17.09098,16.73441,0.12987277249999984
17.06883,15.98994,15.69442,15.50976,15.427220000000002,0.021802309799999947
21.59512,19.01712,17.732129999999998,17.27796,16.93148,0.198223551
19.51335,17.84529,17.01911,16.5834,16.30252,0.08633069000000008
20.79136,18.67813,17.59127,17.14325,16.81816,0.15011473499999986
18.42399,16.87975,16.06679,15.64491,15.340979999999998,0.060722704499999954
20.90857,18.79089,17.783260000000002,17.24946,16.85056,0.12788946799999998
20.98926,18.89385,17.73902,17.27026,16.90475,0.16494578499999984
19.61082,18.2926,17.713079999999998,17.3954,17.22596,0.08742122599999995
19.30389,18.09358,17.62623,17.33635,17.18355,0.07790683849999996
17.5718,16.56332,16.17464,15.97971,15.86803,0.03260687249999999
20.28851,18.34733,17.2244,16.70129,16.247429999999998,0.15894870100000003
19.76555,17.97573,17.15183,16.7645,16.577070000000003,0.06543314299999985
20.05911,18.05323,16.939329999999998,16.432760000000002,16.010189999999998,0.144477645
18.80355,16.721120000000003,15.798420000000002,15.33233,14.9708,0.08217852549999993
19.90363,18.000020000000003,17.02287,16.59195,16.23462,0.10939693599999999
19.94255,18.21619,17.21565,16.76303,16.42184,0.12570950000000006
20.81498,18.62205,17.156670000000002,16.61093,16.25173,0.210418701
19.87572,18.23556,17.14718,16.71987,16.35218,0.1353758955
20.62548,18.6468,17.64115,17.16945,16.81107,0.13527719850000003
19.56406,18.20749,17.71079,17.41974,17.26625,0.07006736800000005
19.95407,18.23875,17.32855,16.924529999999997,16.61845,0.10474373700000006
18.68814,16.7982,15.92074,15.47859,15.13415,0.06772108199999996
19.87452,17.71452,16.60763,16.12951,15.70942,0.13389221050000008
18.78055,17.30688,16.542460000000002,16.171860000000002,15.9167,0.08642323489999995
19.904770000000003,17.93507,17.04005,16.611629999999998,16.28368,0.09682311799999989
20.0056,18.53896,17.53604,17.04155,16.726,0.15760783699999995
17.998170000000002,16.94984,16.58727,16.34573,16.22458,0.03302377464999996
19.32538,17.32422,16.40438,15.99477,15.67411,0.08345689650000006
20.686020000000003,18.79743,17.57762,17.09776,16.74314,0.18423491499999975
19.35703,18.21951,17.72017,17.40062,17.22931,0.06856137699999994
19.5661,18.10016,17.40365,16.988129999999998,16.67313,0.0992272005
20.77109,18.59676,17.67602,17.17746,16.859720000000003,0.12210416099999997
18.71942,17.40772,16.726770000000002,16.337989999999998,16.09269,0.08818926300000009
19.29857,18.166,17.70245,17.485329999999998,17.26315,0.05935898999999997
19.3721,17.57966,16.72162,16.32923,16.01379,0.07128323799999993
20.28047,18.43919,17.47334,17.072129999999998,16.75858,0.11971123450000029
18.79262,16.81932,15.89771,15.492870000000002,15.14169,0.07424383449999987
19.9522,18.1843,17.084570000000003,16.62425,16.26463,0.1373614030000001
20.43305,18.56709,17.470660000000002,17.0176,16.60909,0.14616642100000016
19.36525,18.36056,17.75773,17.42598,17.23007,0.1123783694999999
18.78526,17.56757,17.077820000000003,16.73,16.59724,0.07321931299999995
19.24995,17.383760000000002,16.31423,15.84923,15.50271,0.10256132700000002
20.26441,18.59937,17.729,17.3706,17.02392,0.10717575299999989
19.07654,17.95618,17.55886,17.31355,17.21046,0.07140103349999999
19.51251,18.22349,17.47466,17.080270000000002,16.7964,0.10935670100000003
20.79488,18.60158,17.32335,16.8361,16.47704,0.18832632500000013
20.41671,18.42237,17.23767,16.80004,16.47425,0.16130712700000005
20.0365,18.28332,17.34856,16.94195,16.605179999999997,0.11161505000000012
20.35606,18.47276,17.47095,17.02838,16.70239,0.1217002840000001
18.44361,17.05706,16.48836,16.148670000000003,15.94143,0.06506807900000008
20.06013,18.21939,17.11851,16.5881,16.12375,0.1397171055
17.97392,16.43046,15.65693,15.26157,14.96464,0.05196249100000005
18.07074,16.98987,16.43301,16.09623,15.85946,0.05828177100000003
18.85183,17.66341,17.21808,16.91313,16.75169,0.06253617349999994
19.26564,17.99774,17.22822,16.78595,16.51759,0.12152087299999995
20.128870000000003,18.03624,17.0197,16.58494,16.228839999999998,0.11315277350000004
19.90831,18.02419,16.9717,16.45693,16.06879,0.12023172850000004
18.59497,17.49065,17.04206,16.74793,16.64208,0.05433981099999992
21.46371,19.2212,17.655070000000002,17.09263,16.68085,0.25972502999999947
19.41207,18.29315,17.84844,17.54518,17.36816,0.06903725159999992
19.96885,18.34285,17.497410000000002,17.158089999999998,16.8562,0.10257193449999999
20.58908,18.73775,17.742910000000002,17.337429999999998,16.98384,0.12207928650000006
20.978620000000003,19.03134,17.69452,17.18736,16.87228,0.21128267999999972
19.18867,17.99782,17.47931,17.15827,16.986729999999998,0.07090884825000003
18.85099,16.94654,16.014020000000002,15.59109,15.25366,0.07005489199999988
19.70439,18.54913,17.86919,17.49053,17.25872,0.1396835385
20.2636,18.09613,17.01983,16.465529999999998,16.069129999999998,0.14792393649999996
19.50261,18.28094,17.81963,17.50834,17.26537,0.07894085809999997
19.48421,18.29275,17.85398,17.572779999999998,17.411379999999998,0.08402404609999997
20.13853,18.76333,17.77155,17.30574,17.00245,0.1849178629999999
19.74923,18.35934,17.370070000000002,16.83319,16.61253,0.1612723659999999
18.21853,16.45322,15.61331,15.19192,14.86156,0.06395737200000001
20.32104,18.57564,17.43295,16.9686,16.62319,0.15994248450000026
17.67693,15.81429,14.96344,14.49781,14.18382,0.048237532499999965
19.16326,18.014039999999998,17.60511,17.3634,17.25945,0.06278630850000001
18.95173,17.1574,16.312929999999998,15.88929,15.582629999999998,0.07514868599999999
19.186,17.64941,17.09228,16.75163,16.61034,0.0642794694999999
20.82645,18.86923,17.75244,17.28875,16.917820000000003,0.15712713200000006
19.93504,18.45509,17.61019,17.15395,16.85924,0.1329248694999999
16.92093,15.76789,15.3844,15.11311,14.932479999999998,0.025268335400000005
19.25368,17.72877,17.02507,16.70123,16.440910000000002,0.071479764
19.7277,18.43462,17.75362,17.35904,17.087989999999998,0.1017590705
18.60787,16.92584,16.23507,15.91372,15.70671,0.054036913
19.79495,18.479470000000003,17.756320000000002,17.358439999999998,17.078229999999998,0.11892793249999999
19.22025,17.41789,16.46898,16.03575,15.66555,0.08329011400000011
18.93158,17.531679999999998,16.818089999999998,16.4718,16.20595,0.07736699059999991
20.0153,18.12819,17.13914,16.70097,16.366139999999998,0.10717782549999998
20.09684,18.67626,17.7802,17.36039,17.00233,0.14738772549999982
20.33449,18.52396,17.31776,16.823710000000002,16.51742,0.17452604149999998
19.15612,17.90462,17.27659,16.90321,16.68415,0.1107946449999999
17.40343,15.60714,14.80014,14.37584,14.02531,0.03782644299999994
19.23734,17.2529,16.26764,15.793220000000002,15.39709,0.08625105100000006
20.31394,18.44026,17.423820000000003,17.008670000000002,16.62231,0.12178657449999995
19.86825,18.18834,17.537570000000002,17.11682,16.856920000000002,0.07394948700000006
19.99548,18.08859,17.09605,16.62956,16.2278,0.12201254950000007
20.03042,17.96645,16.983079999999998,16.55564,16.19725,0.10541762749999999
21.00521,18.89813,17.74699,17.258589999999998,16.93563,0.1622354404999999
18.05461,16.48698,15.69235,15.25366,14.90676,0.054311390999999994
20.51058,18.193620000000003,17.170279999999998,16.613889999999998,16.244139999999998,0.13291974349999994
19.14558,17.91751,17.407220000000002,17.12165,16.92963,0.057392442749999946
18.99434,17.82475,17.28438,16.923370000000002,16.77277,0.08438992800000003
20.63856,18.75031,17.53905,17.00669,16.65073,0.17567637000000005
19.76834,18.12635,17.28492,16.85262,16.539170000000002,0.09628226699999995
19.9241,18.23894,17.214010000000002,16.71365,16.35151,0.1363694219999999
18.85812,16.77796,15.85058,15.4015,15.06946,0.07450029849999998
19.80198,17.83161,16.84524,16.36417,15.976629999999998,0.09608524749999992
20.63341,18.97142,17.67834,17.18785,16.81577,0.1829971350000002
20.90056,18.90186,17.66824,17.13598,16.73201,0.18625404499999992
19.7666,18.48501,17.834310000000002,17.48912,17.26274,0.11607284949999983
19.48218,17.85306,17.051389999999998,16.63523,16.30004,0.08991348449999999
20.54735,18.82318,17.28794,16.75327,16.37586,0.2344144434999999
20.01815,18.04235,17.11814,16.70167,16.36078,0.09213252400000008
19.27923,18.10366,17.52583,17.14349,16.936770000000003,0.089891068
20.24754,18.45991,17.46989,17.0997,16.7864,0.12033039549999996
18.76418,16.85215,15.98809,15.60692,15.29526,0.06366399900000001
22.191,19.368920000000003,17.69761,17.07499,16.707179999999997,0.28179138499999984
18.43427,16.578429999999997,15.68546,15.25143,14.9272,0.05862883200000005
20.21055,18.25035,17.04165,16.52732,16.139229999999998,0.16554678449999996
19.0103,17.21915,16.41774,15.99016,15.66606,0.07187332449999992
21.0528,19.00433,17.672539999999998,17.1723,16.84929,0.210753865
20.52563,18.68189,17.6427,17.15665,16.84058,0.1480480085000001
19.65613,18.320870000000003,17.571720000000003,17.24028,17.01912,0.11663804999999991
19.55238,18.3332,17.60785,17.22877,16.97327,0.1201555944999999
19.3838,17.89152,17.0524,16.651970000000002,16.39,0.10610592299999995
18.99384,17.21902,16.35228,15.93316,15.62994,0.07767181300000005
19.48317,17.87404,16.88259,16.43778,16.147579999999998,0.12690847650000012
18.34112,17.09835,16.56896,16.23762,15.99706,0.04996748794999996
21.19015,18.89606,17.468410000000002,16.914360000000002,16.54932,0.20797611499999988
17.283739999999998,16.34093,15.99954,15.659720000000002,15.53889,0.037195488499999964
16.99191,15.89296,15.454479999999998,15.20487,15.04788,0.02465531069999996
21.05588,19.2434,17.529420000000002,16.8955,16.51352,0.26329993199999974
20.12557,18.05023,16.722170000000002,16.22729,15.86582,0.17398490999999974
20.66413,18.57352,17.47694,17.02825,16.69414,0.14860997250000005
20.34157,18.22482,16.99456,16.4873,16.13553,0.16684457849999978
17.618479999999998,16.565579999999997,16.32914,16.172729999999998,16.11279,0.0443095896
20.23454,18.52175,17.56324,17.11737,16.79151,0.12036505449999996
20.13685,18.02198,16.8766,16.38541,16.0326,0.14784591000000016
19.19695,17.81164,17.148670000000003,16.75639,16.508879999999998,0.09795039650000006
18.74571,17.47781,16.843220000000002,16.50562,16.2972,0.06600455349999994
16.74335,15.49125,14.8975,14.55414,14.27734,0.03412848274999998
19.68793,17.98803,17.034370000000003,16.618570000000002,16.2868,0.10352887149999994
19.57317,18.42454,17.7272,17.34314,17.14394,0.12279339049999993
19.69962,18.20896,17.37066,16.909879999999998,16.59788,0.11591791899999998
20.10808,18.43661,17.630879999999998,17.26361,16.992829999999998,0.09251758849999993
18.76421,17.14193,16.22466,16.85427,16.29595,0.05308219205000001
19.60605,18.14466,17.23615,16.79488,16.37271,0.12779077699999988
19.64795,18.34502,17.5679,17.15748,16.86036,0.12619247250000012
17.638270000000002,16.2706,15.630720000000002,15.23077,14.9669,0.04358157990000003
19.71579,17.82347,16.92744,16.43287,16.04735,0.08498402550000005
18.86226,16.97618,16.08311,15.67666,15.35827,0.06427724299999994
19.17916,17.401770000000003,16.49897,15.97868,15.515579999999998,0.07704556850000002
19.46743,17.308429999999998,16.092370000000003,15.67482,15.4366,0.11475980000000013
20.1004,18.42768,17.491310000000002,17.085379999999997,16.81465,0.12663209000000014
19.26258,17.33718,16.42137,15.998879999999998,15.62326,0.08214735800000005
20.60742,18.7102,17.69463,17.21728,16.8603,0.13270393050000012
20.43341,18.7119,17.749570000000002,17.31472,16.97345,0.10987670749999996
19.27607,17.43168,16.45619,16.03255,15.71085,0.07154811000000011
20.72657,18.76939,17.51022,17.03893,16.74089,0.17622471549999996
19.45247,17.76353,16.83385,16.32378,15.93781,0.108234319
19.66118,17.85462,16.94128,16.530170000000002,16.236639999999998,0.08921783350000002
19.71886,18.19025,17.16191,16.673939999999998,16.32524,0.15576735549999993
